code,name,country,city
DLF,Laughlin AFB,US,Del Rio
DLG,Dillingham Airport,US,
DLH,Duluth International Airport,US,Hermantown
DLI,Lien Khuong Airport,VN,Duc Trong
DLK,Dulkaninna,AU,
DLL,Dillon,US,Dillon
DLM,Dalaman Airport,TR,Dalaman
DLN,Dillon,US,Dillon
DLO,Dolomi,US,
DLR,Dalnerechensk Airport,RU,Dal'nerechensk
DLS,Columbia Gorge Regional/The Dalles Municipal Airport,US,The Dalles
DLU,Dali Airport,CN,Dali
DLV,Delissaville,AU,Larrakeyah
DLY,Dillons Bay,VU,
DLZ,Dalanzadgad,MN,Ogoomor
DMA,Davis Monthan AFB,US,Tucson
DMB,Jambyl Airport,KZ,Taraz
DMD,Doomadgee Airport,AU,
DME,Moscow Domodedovo Airport,RU,Yakovlevskoye
DMK,Don Mueang International Airport,TH,Don Mueang
DMM,King Fahd International Airport,SA,Al Awjam
DMN,Deming,US,Deming
DMO,Sedalia,US,Sedalia
DMR,Dhamar,YE,Dhamar
DMT,Diamantino,BR,
DMU,Dimapur Airport,IN,Dimapur
DNA,Kadena AB,JP,Okinawa
DNB,Dunbar,AU,
DND,Dundee Airport,GB,
DNE,Dallas North Airport,US,Westworth
DNF,Martuba,LY,Darnah
DNG,Doongan,AU,
DNH,Dunhuang Airport,CN,
DNI,Wad Medani,SD,Wad Medani
DNK,Dnepropetrovsk International Airport,UA,Aviatorskoe
DNL,Daniel Field,US,Augusta
DNM,Denham,AU,
DNN,Municipal,US,
DNO,Dianopolis,BR,Taguatinga
DNP,Dang,NP,
DNQ,Deniliquin,AU,Deniliquin
DNR,Pleurtuit Airport,FR,Pleurtuit
DNS,Municipal,US,Denison
DNT,Downtown Heliport,US,Santa Ana
DNU,Dinangat,PG,
DNV,Vermilion County,US,Danville
DNX,Galegu,SD,Kinana
DNZ,Cardak Airport,TR,Cardak
DOA,Doany,MG,
DOB,Dobo Airport,ID,
DOC,Dornoch,GB,Dornoch
DOD,Dodoma Airport,TZ,Dodoma
DOE,Djoemoe,SR,
DOF,Dora Bay,US,
DOG,Dongola,SD,Dongola
DOH,Hamad International Airport,QA,Doha
DOI,Doini,PG,
DOK,Donetsk International Airport,UA,Avdiyivka
DOL,Saint Gatien Airport,FR,Saint-Gatien-des-Bois
DOM,Melville Hall Airport,DM,
DON,Dos Lagunas,GT,
DOO,Dorobisoro,PG,
DOP,Dolpa,NP,
DOR,Dori,BF,Dori
DOS,Dios,PG,
DOU,Dourados Airport,BR,Dourados
DOV,Dover AFB,US,Dover Base Housing
DOX,Dongara,AU,
DOY,Dongying Airport,CN,Shengli
DPA,DuPage Airport,US,Wayne
DPB,Pampa Guanaco Airport,CL,
DPE,Dieppe,FR,Saint-Martin-en-Campagne
DPG,Michael AAF,US,Grantsville
DPK,Deer Park,US,Old Greenwich
DPL,Dipolog Airport,PH,Dipolog
DPO,Devonport Airport,AU,
DPP,Datia Airport,IN,
DPS,Ngurah Rai International Airport,ID,Kelanabian
DPT,Deputatsky,RU,Deputatsky
DPU,Dumpu,PG,
DQA,Daqing Shi Airport,CN,Wolitun
DQM,Duqm International Airport,OM,
DRA,Desert Rock,US,
DRB,Derby,AU,
DRC,Dirico,AO,
DRD,Dorunda Station,AU,
DRE,Drummond Island,US,
DRF,Drift River,US,
DRG,Deering Airport,US,
DRH,Dabra,ID,Dabra
DRI,Beauregard Parish,US,DeRidder
DRJ,Drietabbetje,SR,
DRK,Drake Bay,CR,
DRN,Dirranbandi,AU,
DRO,Durango-La Plata County Airport,US,Bayfield
DRP,Bicol International Airport,PH,
DRR,Durrie,AU,
DRS,Dresden International Airport,DE,
DRT,Del Rio International Airport,US,Ciudad Acuna
DRU,Drummond,US,Philipsburg
DRV,Dharavandhoo AIrport,MV,Open Stage
DRW,Darwin International Airport,AU,Ludmilla
DRY,Drysdale River,AU,
DSA,Doncaster Sheffield Airport,GB,Finningley
DSC,Dschang,CM,Bali
DSD,La Desirade,GP,Grande Anse
DSE,Combolcha,ET,Kombolcha
DSG,Dilasag,PH,Cabra
DSI,Destin-Fort Walton Beach Airport,US,Destin
DSK,Dera Ismail Khan,PK,Shorko
DSM,Des Moines International Airport,US,Norwalk
DSN,Ordos Ejin Horo Airport,CN,Tianjiao
DSO,Sondok,KP,Sinsang-ni
DSS,Blaise Diagne International Airport,SN,Pout
DST,Dubai Seaplane Terminal,AE,
DSV,Dansville,US,Dansville
DSX,Dongsha Island,TW,Hudong
DSY,Dara Sakor International Airport,KH,Koh Kong
DTA,Delta,US,Delta
DTB,Sisingamangaraja XII International Airport,ID,Siborong-borong
DTD,Datadawai,ID,
DTE,Naga,PH,Daet
DTH,Death Valley,US,
DTI,Diamantina,BR,Diamantina
DTL,Municipal,US,Detroit Lakes
DTM,Dortmund Airport,DE,Holzwickede
DTN,Shreveport Downtown,US,
DTR,Decatur Island,US,
DTU,Wudalianchi Dedu Airport,CN,Baoquan
DTW,Detroit Metropolitan Wayne County Airport,US,Detroit
DUA,Eaker,US,Durant
DUB,Dublin Airport,IE,Beaumont
DUC,Halliburton Field,US,Duncan
DUD,Dunedin International Airport,NZ,Milton
DUE,Dundo,AO,
DUF,Pine Island Airport,US,Southern Shores
DUG,Bisbee-Douglas International,US,Pirtleville
DUJ,Du Bois-Jefferson County,US,Reynoldsville
DUK,Dukuduk,ZA,Mtubatuba
DUM,Pinang Kampai,ID,Bagan Besar
DUN,Dundas,GL,
DUQ,Duncan/Quam,CA,Duncan
DUR,King Shaka International Airport,ZA,Ballitoville
DUS,Dusseldorf International Airport,DE,
DUT,Unalaska Airport,US,
DVD,Andavadoaka,MG,
DVK,Diavik,CA,
DVL,Devils Lake Airport,US,Devils Lake
DVN,Davenport,US,Eldridge
DVO,Francisco Bangoy Intl Airport,PH,Babak
DVP,Davenport Downs,AU,
DVR,Daly River,AU,
DVT,Phoenix Deer Valley Airport,US,Glendale
DWA,Dwangwa,MW,Nkhotakota
DWB,Soalala,MG,Sitampiky
DWC,Dubai World Central - Al Maktoum International Airport,AE,
DWD,Dawadmi Airport,SA,Ad Dawadimi
DWF,Wright AFB,US,Kettering
DWH,David Wayne Hooks,US,
DWN,Downtown Airpark,US,
DWO,Diyawanna Oya Seaplane Base,LK,Battaramulla South
DWR,Dwyer Air Base,AF,Markaz-e Hukumat-e Darweshan
DWS,Walt Disney World,US,Celebration
DXB,Dubai Airport,AE,
DXD,Dixie,AU,
DXE,Bruce Campbell Field,US,Madison
DXJ,Xiangxi Biancheng Airport,CN,
DXR,Danbury Municipal Airport,US,Danbury
DYA,Dysart,AU,
DYG,Zhangjiajie Hehua Airport,CN,
DYL,Doylestown,US,Doylestown
DYM,Diamantina Lakes,AU,
DYR,Anadyr Airport,RU,Anadyr
DYS,Dyess AFB,US,Abilene
DYU,Dushanbe Airport,TJ,Dushanbe
DYW,Daly Waters,AU,
DZA,Dzaoudzi Airport,YT,Pamandzi
DZH,Dazhou Jinya Airport,CN,Dazhou
DZI,Codazzi,CO,Agustin Codazzi
DZN,Zhezhazgan Airport,KZ,Zhezqazghan
DZO,Santa Bernardina,UY,Durazno
DZU,Dazu,CN,Longgang
EAA,Eagle,US,
EAB,Abbse,YE,Al Hadiyah
EAE,Emae,VU,
EAL,Elenak,MH,
EAM,Nejran,SA,Najran
EAN,Phifer Field,US,Wheatland
EAP,EuroAirport Basel-Mulhouse-Freiburg Airport,CH,Basel
EAR,Kearney Regional Airport,US,Kearney
EAS,San Sebastian Airport,ES,Fuenterrabia
EAT,Pangborn Field,US,East Wenatchee Bench
EAU,Eau Claire Airport,US,Lake Hallie
EBA,Marina Di Campo Airport,IT,Campo nell'Elba
EBB,Entebbe International Airport,UG,Entebbe
EBD,El Obeid,SD,El Obeid
EBG,El Bagre,CO,El Bagre
EBH,El Bayadh,DZ,El Bayadh
EBJ,Esbjerg Airport,DK,Tjaereborg
EBL,Erbil International Airport,IQ,Erbil
EBM,El Borma,TN,Remada
EBN,Ebadon,MH,
EBO,Ebon Airport,MH,Ebon
EBR,Downtown,US,Port Allen
EBS,Municipal,US,Webster City
EBU,Boutheon Airport,FR,Veauche
EBW,Ebolowa,CM,Ebolowa
ECA,Emmet County Airport,US,East Tawas
ECG,Elizabeth City,US,Camden
ECH,Echuca,AU,Echuca
ECI,Costa Esmeralda Airport,NI,Tola
ECN,Ercan Airport,CY,Geri
ECO,El Encanto,CO,
ECP,NW Florida Beaches Int,US,Laguna Beach
ECR,El Charco,CO,
ECS,Mondell,US,Newcastle
EDA,Edna Bay,US,
EDB,Eldebba,SD,Ad Dabbah
EDC,Austin Executive Airport,US,
EDD,Erldunda,AU,
EDE,Municipal,US,Edenton
EDF,Elmendorf AFB,US,
EDG,Weide AAF,US,Joppatowne
EDI,Edinburgh Airport,GB,Ratho
EDK,El Dorado,US,El Dorado
EDL,Eldoret Airport,KE,Eldoret
EDM,Les Ajoncs,FR,Dompierre-sur-Yon
EDN,Enterprise Muni Airport,US,
EDO,Balikesir Koca Seyit Airport,TR,Edremit
EDQ,Erandique,HN,Erandique
EDR,Edward River,AU,
EDW,Edwards AFB,US,North Edwards
EEA,Aeroporto Regional do Planalto Serrano,BR,Correia Pinto
EED,Needles,US,Needles
EEK,Eek Airport,US,
EEN,Dillant-Hopkins,US,Swanzey
EES,Berenice International Airport,EG,Berenice City
EFB,Eight Fathom Bight,US,
EFD,Ellington Field,US,Webster
EFG,Efogi,PG,
EFK,Newport,US,
EFL,Kefallinia Airport,GR,Argostolion
EFO,East Fork Airport,US,
EFW,Municipal,US,Jefferson
EGA,Engati,PG,
EGC,Roumanieres Airport,FR,Bergerac
EGE,Eagle County Airport,US,Gypsum
EGI,Duke Field,US,Valparaiso
EGL,Neghelli,ET,Shakiso
EGM,Sege Airport,SB,
EGN,Geneina Airport,SD,Geneina
EGO,Belgorod Airport,RU,Belgorod
EGP,Maverick Co,US,Las Quintas Fronterizas Colonia
EGS,Egilsstadir Airport,IS,
EGV,Eagle River,US,Eagle River
EGX,Egegik Airport,US,
EHL,El Bolson,AR,Lago Puelo
EHM,Cape Newenham,US,
EHT,Rentschler,US,
EHU,Ezhou Huahu Airport,CN,Ezhou
EIA,Popondetta,PG,
EIB,Eisenach,DE,Haina
EIE,Eniseysk,RU,Yeniseysk
EIH,Einasleigh,AU,
EIK,Yeysk,RU,Yeysk
EIL,Eielson AFB,US,
EIN,Eindhoven Airport,NL,Meerhoven
EIS,Terrance B. Lettsome International Airport,VG,
EIY,Ein Yahav,IL,
EJA,Variguies Airport,CO,Barrancabermeja
EJH,Wedjh Airport,SA,Al Wajh
EJN,Ejin Banner Taolai Airport,CN,Dalain Hob
EJT,Enijet,MH,
EKA,Murray Field,US,Myrtletown
EKB,Ekibastuz,KZ,Ekibastuz
EKD,Elkedra,AU,
EKE,Ekereku,GY,
EKI,Municipal,US,Simonton Lake
EKN,Elkins,US,Elkins
EKO,Elko Airport,US,Elko
EKS,Shakhtyorsk Airport,RU,Shakhtersk
EKT,Eskilstuna,SE,
EKX,Elizabethtown,US,Elizabethtown
ELA,Eagle Lake,US,Eagle Lake
ELB,San Bernado,CO,El Banco
ELC,Elcho Island Airport,AU,
ELD,South Arkansas Regional Airport,US,El Dorado
ELE,El Real,PA,
ELF,El Fasher Airport,SD,El Fasher
ELG,El Golea Airport,DZ,Metlili Chaamba
ELH,North Eleuthera International Airport,BS,
ELI,Elim Airport,US,
ELJ,El Recreo,CO,La Macarena
ELK,Municipal,US,Elk City
ELL,Ellisras,ZA,Lephalale
ELM,Elmira Corning Regional Airport,US,Big Flats
ELN,Bowers Field,US,Ellensburg
ELO,Eldorado,AR,Puerto Piray
ELP,El Paso International Airport,US,Fort Bliss
ELQ,Prince Nayef bin Abdulaziz Regional Airport,SA,Al Bukayriyah
ELR,Elelim,ID,
ELS,East London Airport,ZA,East London
ELT,Tour Sinai City,EG,Tor
ELU,Guemar Airport,DZ,Reguiba
ELV,Elfin Cove SPB,US,
ELW,Ellamar,US,
ELX,El Tigre,VE,El Tigre
ELY,Yelland,US,Ely
ELZ,Municipal,US,Wellsville
EMA,East Midlands Airport,GB,Castle Donington
EMB,Embarkadero,US,
EMD,Emerald Airport,AU,Emerald
EME,Emden,DE,Emden
EMG,Empangeni,ZA,Empangeni
EMI,Emirau,PG,
EMK,Emmonak Airport,US,
EML,Emmen,CH,Emmen
EMM,Kemerer,US,Kemmerer
EMN,Nema,MR,
EMO,Emo,PG,
EMP,Emporia,US,Emporia
EMS,Embessa,PG,
EMT,El Monte,US,El Monte
EMX,El Maiten,AR,El Maiten
EMY,El Minya,EG,Al Minya
ENA,Kenai Municipal Airport,US,Kenai
ENB,Eneabba West,AU,
ENC,Essey,FR,Essey-les-Nancy
END,Vance AFB,US,
ENE,H. Hasan Aroeboesman Airport,ID,Onekore
ENF,Enontekio,FI,Enontekioe
ENG,Enggano Airport,ID,
ENH,Enshi Airport,CN,Enshi
ENI,El Nido,PH,El Nido
ENJ,El Naranjo,GT,
ENK,Enniskillen St. Angelo,GB,Enniskillen
ENL,Municipal,US,Centralia
ENN,Municipal,US,
ENO,Teniente Prim Alarcon,PY,Capitan Miranda
ENQ,Coronel E Soto Cano AB,HN,Yarumela
ENS,Twente,NL,
ENT,Enewetak Island,MH,
ENU,Enugu Airport,NG,Enugu
ENV,Wendover,US,Wendover
ENW,Kenosha Regional Airport,US,Kenosha
ENY,Ershilipu Airport,CN,Bao'an
EOH,Enrique Olaya Herrera Airport,CO,Itagui
EOI,Eday Airport,GB,
EOK,Keokuk,US,Keokuk
EOR,El Dorado,VE,
EOS,Neosho,US,Neosho
EOZ,Elorza,VE,Elorza
EPA,El Palomar,AR,Hurlingham
EPG,Browns,US,Weeping Water
EPH,Ephrata,US,Ephrata
EPI,Epi,VU,
EPL,Mirecourt,FR,Mirecourt
EPN,Epena,CG,
EPR,Esperance Airport,AU,Nulsen
EPS,Arroyo Barril International,DO,Las Terrenas
EPT,Eliptamin,PG,
EPU,Parnu,EE,Sauga
EQS,Esquel Airport,AR,Esquel
ERA,Erigavo,SO,Ceerigaabo
ERB,Ernabella,AU,
ERC,Erzincan Airport,TR,Erzincan
ERD,Berdyansk,UA,Berdyans'k
ERE,Erave,PG,
ERF,Erfurt Airport,DE,Ingersleben
ERG,Erbogachen Airport,RU,Yerbogachen
ERH,Moulay Ali Cherif Airport,MA,Errachidia
ERI,Erie International Airport,US,Fairview
ERL,Eren Hot Airport,CN,Erenhot
ERM,Comandante Kraemer,BR,Erechim
ERN,Eirunepe,BR,Eirunepe
ERQ,Elrose Mine,AU,
ERR,Errol,US,Milan
ERS,Eros Airport,NA,
ERT,Erdenet,MN,Erdenet
ERU,Erume,PG,
ERV,Kerrville,US,Kerrville
ERZ,Erzurum Airport,TR,Ilica
ESA,Esa'Ala,PG,
ESB,Esenboga International Airport,TR,Akyurt
ESC,Delta County Airport,US,Escanaba
ESD,Orcas Island Airport,US,
ESE,Ensenada,MX,Ensenada
ESF,Esler Field,US,Ball
ESG,Mariscal Estigarribia,PY,
ESH,Shoreham,GB,Lancing
ESI,Espinosa,BR,Itacarambi
ESK,Eskisehir,TR,Eskisehir
ESL,Elista Airport,RU,Troitskoye
ESM,Esmeraldas Airport,EC,Esmeraldas
ESN,Easton,US,Easton
ESO,Espanola,US,Ohkay Owingeh
ESP,Birchwood-Pocono,US,Stroudsburg
ESR,El Salvador,CL,Diego de Almagro
ESS,Essen,DE,Muelheim (Ruhr)
EST,Municipal,US,Estherville
ESU,Essaouira Airport,MA,Essaouira
ESW,State,US,Cle Elum
ETB,West Bend,US,West Bend
ETD,Etadunna,AU,
ETE,Genda Wuha,ET,Doka
ETH,Eilat Airport,IL,
ETL,Svetlaya Airport,RU,Svetlaya
ETM,Ramon Airport,IL,
ETN,Municipal,US,Eastland
ETR,Coronel Artilleria Victor Larrea Airport,EC,Santa Rosa
ETS,Municipal,US,Enterprise
ETZ,Metz-Nancy-Lorraine Airport,FR,Verny
EUA,Kaufana,TO,`Ohonua
EUC,Eucla,AU,
EUE,Eureka,US,Eureka
EUF,Weedon Field,US,Eufaula
EUG,Eugene Airport,US,Junction City
EUM,Neumuenster,DE,Neumunster
EUN,Hassan I Airport,MA,Laayoune / El Aaiun
EUO,Paratebueno,CO,Paratebueno
EUQ,Evelio Javier,PH,San Pedro
EUX,F D Roosevelt Airport,NL,Oranjestad
EVA,Landing Strip,US,Evadale
EVD,Eva Downs,AU,
EVE,Harstad/Narvik Airport Evenes,NO,Evenskjer
EVG,Sveg Airport,SE,Sveg
EVH,Evans Head,AU,Evans Head
EVM,Eveleth,US,Eveleth
EVN,Zvartnots International Airport,AM,Arbat'
EVV,Evansville Regional Airport,US,Melody Hill
EVW,Evanston,US,Evanston
EVX,Evreux,FR,Evreux
EWB,New Bedford Airport,US,New Bedford
EWD,Wildman Lake,US,
EWE,Ewer,ID,
EWI,Enarotali,ID,Enarotali
EWK,City-County,US,Newton
EWN,Coastal Carolina Regional Airport,US,James City
EWO,Ewo,CG,
EWR,Newark Liberty International Airport,US,New York
EXI,SPB,US,
EXM,Exmouth Gulf,AU,
EXT,Exeter International Airport,GB,Topsham
EYA,Zeya Airport,RU,
EYK,Beloyarsky Airport,RU,Beloyarskiy
EYL,Yelimane,ML,Yelimane
EYP,El Yopal Airport,CO,Yopal
EYR,Yerington,US,Yerington
EYS,Eliye Springs,KE,
EYW,Key West International Airport,US,Stock Island
EZE,Ministro Pistarini Airport,AR,Ezeiza
EZS,Elazig Airport,TR,Mollakendi
EZV,Berezovo,RU,Berezovo
FAA,Faranah,GN,Faranah
FAB,Farnborough,GB,Farnborough
FAC,Faaite,PF,
FAE,Vagar Airport,FO,Midvagur
FAF,Felker AAF,US,
FAG,Fagurholsmyri,IS,
FAH,Farah,AF,Farah
FAI,Fairbanks International Airport,US,
FAJ,Diego Jimenez Torres,PR,Luis M. Cintron
FAK,False Island,US,
FAL,Falcon State,US,Nueva Ciudad Guerrero
FAM,Regional,US,Farmington
FAO,Faro Airport,PT,
FAQ,Freida River,PG,
FAR,Hector International Airport,US,Oakport
FAS,Faskrudsfjordur,IS,Eskifjoerdur
FAT,Fresno Yosemite International Airport,US,Sunnyside
FAU,Fahud,OM,
FAV,Fakarava Airport,PF,
FAY,Fayetteville Regional Airport,US,Hope Mills
FAZ,Fasa,IR,Fasa
FBA,Fonte Boa,BR,
FBD,Faizabad Airport,AF,Fayzabad
FBE,Francisco Beltrao,BR,Francisco Beltrao
FBG,Simmons AAF,US,Fort Bragg
FBK,Ft Wainwright,US,
FBL,Municipal,US,Faribault
FBM,Lubumbashi International Airport,CD,Lubumbashi
FBR,Fort Bridger,US,Mountain View
FBS,Friday Harbor SPB,US,
FBY,Municipal,US,Fairbury
FCA,Glacier Park International Airport,US,Evergreen
FCB,Ficksburg Sentra Oes,ZA,Ficksburg
FCH,Fresno-Chandler,US,Fresno
FCM,Flying Cloud Airport,US,
FCN,Cuxhaven/Nordholz,DE,Midlum
FCO,Leonardo da Vinci-Fiumicino Airport,IT,Fiumicino-Isola Sacra
FCS,Butts AAF,US,Colorado Springs
FCT,Firing Center AAF,US,
FCY,Municipal,US,Forrest City
FDE,Bringeland Airport,NO,Sande
FDF,Martinique Aime Cesaire International Airport,MQ,Le Lamentin
FDH,Friedrichshafen Airport,DE,Friedrichshafen
FDK,Frederick Municipal,US,Frederick
FDR,Municipal,US,Frederick
FDU,Bandundu,CD,Bandundu
FDY,Findlay,US,Paulding
FEA,Fetlar,GB,
FEB,Sanfebagar,NP,Achham
FEC,Feira De Santana,BR,Feira de Santana
FEG,Fergana Airport,UZ,Fergana
FEJ,Feijo,BR,Feijo
FEK,Ferkessedougou,CI,Ferkessedougou
FEL,Fuerstenfeldbruck,DE,Maisach
FEN,Fernando De Noronha Airport,BR,Fernando de Noronha (Distrito Estadual)
FEP,Albertus,US,Freeport
FES,San Fernando,ES,San Fernando
FET,Municipal,US,Fremont
FEW,Warren AFB,US,Cheyenne
FEZ,Fes-Saiss Airport,MA,Oulad Tayeb
FFA,First Flight,US,Kill Devil Hills
FFD,Fairford RAF Station,GB,Fairford
FFL,Municipal,US,Fairfield
FFM,Fergus Falls,US,Fergus Falls
FFO,Patterson AFB,US,Dayton
FFT,Capital City,US,Frankfort
FFU,Futaleufu,CL,Futaleufu
FGD,Fderik,MR,
FGI,Fagali I Airport,WS,Apia
FGL,Fox Glacier,NZ,
FGR,Fuengirola,ES,Fuengirola
FGU,Fangatau,PF,
FHU,Municipal,US,Huachuca City
FHZ,Fakahina,PF,
FIC,Fire Cove,US,
FID,Elizabeth Field,US,
FIE,Fair Isle,GB,
FIG,Fria,GN,Fria
FIH,N'djili Airport,CD,Masina
FIK,Finke,AU,
FIL,Municipal,US,Fillmore
FIN,Finschhafen,PG,
FIV,Five Finger,US,
FIZ,Fitzroy Crossing,AU,
FJR,Al-Fujairah International,AE,Al Fujayrah
FKB,Baden-Airpark,DE,Hugelsheim
FKI,Bangoka International Airport,CD,Kisangani
FKJ,Fukui,JP,Maruoka
FKL,Venango Regional Airport,US,Franklin
FKN,Municipal,US,Franklin
FKQ,Fak Fak Airport,ID,Fakfak
FKS,Fukushima Airport,JP,Sukagawa
FLA,Capitolio Airport,CO,Florencia
FLB,Cangapara,BR,Floriano
FLC,Falls Creek,AU,Maryborough
FLD,Fond Du Lac,US,North Fond du Lac
FLF,Schaferhaus,DE,Harrislee
FLG,Flagstaff Pulliam Airport,US,Kachina Village
FLH,Flotta,GB,
FLI,Flateyri,IS,
FLJ,Falls Bay,US,
FLL,Fort Lauderdale-Hollywood International Airport,US,
FLM,Filadelfia,PY,Filadelfia
FLN,Hercilio Luz International Airport,BR,Carianos
FLO,Florence Airport,US,Florence
FLP,Flippin,US,Flippin
FLR,Firenze-Peretola Airport,IT,Sesto Fiorentino
FLS,Flinders Island Airport,AU,Bridport
FLT,Flat,US,
FLU,Flushing,US,
FLV,Sherman AAF,US,Weston
FLW,Santa Cruz Airport,PT,
FLX,Fallon Municipal Airport,US,
FLY,Finley,AU,
FLZ,Ferdinand Lumban Tobing Airport,ID,Batangtoru
FMA,El Pucu Airport,AR,Formosa
FMC,Five Mile,US,
FME,Tipton AAF,US,Laurel
FMG,Flamingo,CR,Sardinal
FMH,Otis AFB,US,Forestdale
FMI,Kalemie Airport,CD,Kalemie
FMM,Memmingen Allgau Airport,DE,Memmingerberg
FMN,Four Corners Regional Airport,US,Farmington
FMO,Munster Osnabruck International Airport,DE,Ladbergen
FMS,Municipal,US,Fort Madison
FMT,Faresmathoda Airport,MV,
FMU,Florence Municipal,US,Florence
FMY,Page Field,US,Pine Manor
FNA,Lungi International Airport,SL,Masoyila
FNB,Neubrandenburg,DE,Trollenhagen
FNC,Madeira Airport,PT,Machico
FND,Funadhoo Airport,MV,Funadhoo
FNE,Fane,PG,
FNG,Fada Ngourma,BF,Fada N'gourma
FNH,Fincha,ET,Shambu
FNI,Garons Airport,FR,Garons
FNJ,Pyongyang Sunan International Airport,KP,Sunan
FNK,Fin Creek,US,
FNL,Municipalcipal Airport,US,
FNR,SPB,US,
FNT,Bishop International Airport,US,Flint
FNU,Fenosu,IT,Palmas Arborea
FOA,Foula,GB,
FOB,Fort Bragg,US,Fort Bragg
FOC,Changle International Airport,CN,
FOD,Fort Dodge Airport,US,Fort Dodge
FOE,Forbes Field,US,
FOG,Gino Lisa,IT,
FOK,Suffolk County,US,Westhampton
FOM,Foumban,CM,Foumban
FON,Fortuna Airport,CR,Quesada
FOO,Numfoor,ID,Kameri
FOP,Morris AAF,US,Forest Park
FOR,Pinto Martins Airport,BR,Fortaleza
FOS,Forrest,AU,
FOT,Forster,AU,Dungog
FOU,Fougamou,GA,
FOX,Fox,US,Salcha
FOY,Foya,LR,Buedu
FPO,Grand Bahama International Airport,BS,Freeport
FPR,St Lucie County,US,Fort Pierce
FPY,Perry-Foley,US,Perry
FRA,Frankfurt Airport,DE,Kelsterbach
FRB,Forbes,AU,Forbes
FRC,Franca,BR,Franca
FRD,Friday Harbor Airport,US,
FRE,Fera Island Airport,SB,
FRG,Republic Field,US,East Farmingdale
FRH,Municipal,US,French Lick
FRI,Marshall AAF,US,Fort Riley North
FRK,Fregate Island,SC,
FRL,Luigi Ridolfi,IT,Forli
FRM,Fairmont,US,Fairmont
FRN,Bryant AAF,US,Elmendorf Air Force Base
FRO,Flora Airport,NO,Floro
FRP,Fresh Water Bay,US,
FRQ,Feramin,PG,
FRR,Front Royal-Warren County,US,Front Royal
FRS,Santa Elena Airport,GT,Flores
FRT,Frutillar,CL,Frutillar
FRU,Manas International Airport,KG,Bishkek
FRW,Francistown Airport,BW,Francistown
FRY,Fryeburg,US,Fryeburg
FRZ,Fritzlar Airbase,DE,Fritzlar
FSC,Sud Corse Airport,FR,Bonifacio
FSD,Sioux Falls Regional Airport (Joe Foss Field),US,Sioux Falls
FSI,Henry Post AAF,US,
FSK,Municipal,US,Fort Scott
FSL,Fossil Downs,AU,
FSM,Fort Smith Regional Airport,US,Barling
FSN,Haley AAF,US,Buffalo Grove
FSP,Saint Pierre Airport,PM,Saint-Pierre
FSS,Kinloss,GB,Kinloss
FST,Pecos County,US,Fort Stockton
FSU,Fort Sumner,US,Fort Sumner
FSZ,Shizuoka Airport,JP,Shimada
FTA,Futuna Airport,VU,
FTE,El Calafate Airport,AR,
FTI,Fitiuta,AS,
FTK,Godman AAF,US,Fort Knox
FTL,Fortuna Ledge,US,
FTU,Marillac Airport,MG,Fort Dauphin
FTW,Meacham Field,US,
FTX,Owando,CG,Owando
FTY,Fulton County,US,Mableton
FUB,Fulleborn,PG,
FUE,Fuerteventura Airport,ES,Puerto del Rosario
FUG,Fuyang Airport,CN,Fuyang
FUJ,Fukue Airport,JP,Fukuecho
FUK,Fukuoka Airport,JP,Fukuoka-shi
FUL,Municipal,US,Buena Park
FUM,Fuma,PG,
FUN,Funafuti Atol International Airport,TV,Fakaifou Village
FUO,Fuoshan Airport,CN,Guangzhou
FUT,Futuna Island,WF,Sigave
FVL,Flora Valey,AU,
FVM,Fumawula,MV,Fuvahmulah
FVR,Forrest River Airport,AU,
FWA,Fort Wayne International Airport,US,Ossian
FWH,Fort Worth NAS Jrb/Carswell Field,US,
FWL,Farewell,US,
FWM,Heliport,GB,Fort William
FXE,Fort Lauderdale Executive Airport,US,Dania Beach
FXM,Flaxman Island,US,
FXO,Cuamba,MZ,Cuamba
FXY,Municipal,US,Forest City
FYJ,Fuyuan Dongji Airport,CN,Fuyuan
FYM,Municipal,US,Fayetteville
FYN,Fuyun Koktokay Airport,CN,Kalatongke
FYT,Faya,TD,Faya-Largeau
FYU,Fort Yukon Airport,US,
FYV,Municipal (Drake Field),US,Greenland
FZL,Fuzuli International Airport,AZ,Fuzuli
FZO,Filton,GB,Almondsbury
GAA,Guamal,CO,Guamal
GAB,Gabbs,US,
GAC,Gracias,HN,Gracias
GAD,Municipal,US,Attalla
GAE,Gabès Matmata International Airport,TN,Gabes
GAF,Gafsa,TN,Gafsa
GAG,Gage,US,Shattuck
GAH,Gayndah,AU,Gayndah
GAI,Montgomery County,US,Gaithersburg
GAJ,Junmachi Airport,JP,Higashine
GAK,Gakona,US,
GAL,Edward G. Pitka Sr. Airport,US,
GAM,Gambell Airport,US,
GAN,Gan/Seenu Airport,MV,Hithadhoo
GAO,Los Canos Airport,CU,
GAP,Gusap,PG,
GAQ,Gao,ML,Gao
GAR,Garaina,PG,
GAS,Garissa,KE,
GAT,Tallard,FR,Gap
GAU,Lokpriya Gopinath Bordoloi International Airport,IN,Palasbari
GAV,Gag Island,ID,
GAW,Gangaw,MM,Hakha
GAX,Gamba,GA,
GAY,Gaya Airport,IN,Bodh Gaya
GAZ,Guasopa,PG,
GBA,Big Bay,VU,
GBB,Gabala International Airport,AZ,Agdas
GBC,Gasuke,PG,
